booking_id,tourist_country,hotel_city,arrival_date,hotel_stars,meal_plan,room_type,nights,price_per_night,transport_type,booking_channel,month,day_of_week,quarter,total_cost,spend_category
B0215,Germany,Kandy,2024-06-18,5,Full Board,Suite,2,26488.0,Train,Agent,6,Tuesday,2,52976.0,High Spender
B0216,UK,Kandy,2024-04-11,4,Full Board,Suite,1,15614.0,Train,Direct,4,Thursday,2,15614.0,Low Spender
B0217,UK,Colombo,2024-10-01,3,Half Board,Deluxe,2,7932.0,Bus,Travel Agency,10,Tuesday,4,15864.0,Low Spender
B0218,Germany,Kandy,2024-10-27,3,Half Board,Deluxe,7,7932.0,Train,Direct,10,Sunday,4,55524.0,High Spender
B0219,China,Colombo,2024-05-02,4,Room Only,Standard,3,15580.0,Taxi,Travel Agency,5,Thursday,2,46740.0,Medium Spender
B0220,India,Kandy,2024-10-02,5,Breakfast,Standard,4,23944.0,Train,Direct,10,Wednesday,4,95776.0,High Spender
B0221,France,Negombo,2024-09-05,3,Breakfast,Suite,5,8008.0,Taxi,Travel Agency,9,Thursday,3,40040.0,Medium Spender
B0222,France,Kandy,2024-02-12,5,Room Only,Standard,3,22663.0,Train,Direct,2,Monday,1,67989.0,High Spender
B0223,USA,Galle,2024-10-08,5,Room Only,Budget,3,26375.0,Bus,Online,10,Tuesday,4,79125.0,High Spender
B0224,UK,Kandy,2024-11-30,3,Half Board,Budget,4,7620.0,Flight,Travel Agency,11,Saturday,4,30480.0,Medium Spender
B0225,France,Colombo,2024-10-28,5,Half Board,Suite,2,25580.0,Train,Agent,10,Monday,4,51160.0,High Spender
B0226,Germany,Kandy,2024-03-27,4,Half Board,Deluxe,5,14302.0,Flight,Agent,3,Wednesday,1,71510.0,High Spender
B0227,Australia,Negombo,2024-12-01,3,Breakfast,Standard,2,8338.0,Train,Travel Agency,12,Sunday,4,16676.0,Low Spender
B0228,India,Kandy,2024-08-19,3,Room Only,Suite,5,8399.0,Bus,Travel Agency,8,Monday,3,41995.0,Medium Spender
B0230,  Germany  ,Colombo,2024-05-25,4,Breakfast,Suite,7,14531.0,Flight,Online,5,Saturday,2,101717.0,High Spender
B0231,Germany,Colombo,2024-03-21,4,Full Board,Budget,4,14106.0,Train,Direct,3,Thursday,1,56424.0,High Spender
B0232,India,Galle ,2024-05-08,3,Half Board,Standard,1,7834.0,Bus,Agent,5,Wednesday,2,7834.0,Low Spender
B0233,UK,Colombo,2024-02-09,3,Breakfast,Suite,1,7212.0,Bus,Online,2,Friday,1,7212.0,Low Spender
B0234,UK,Colombo,2024-07-15,3,Room Only,Budget,3,7788.0,Bus,Agent,7,Monday,3,23364.0,Medium Spender
B0235,France,Kandy,2024-12-12,3,Room Only,Budget,5,8240.0,Taxi,Direct,12,Thursday,4,41200.0,Medium Spender
B0236,UK,Kandy,2024-12-17,4,Breakfast,Budget,1,13920.0,Flight,Travel Agency,12,Tuesday,4,13920.0,Low Spender
B0237,USA,Colombo,2024-11-26,3,Breakfast,Deluxe,7,8706.0,Flight,Direct,11,Tuesday,4,60942.0,High Spender
B0238,UK,Kandy,2024-11-26,3,Breakfast,Suite,4,7380.0,Taxi,Online,11,Tuesday,4,29520.0,Medium Spender
B0239,  Russia  ,Negombo ,2024-03-08,4,Full Board,Deluxe,5,15548.0,Taxi,Online,3,Friday,1,77740.0,High Spender
B0240,India,Colombo,2024-01-31,4,Half Board,Suite,4,15605.0,Flight,Agent,1,Wednesday,1,62420.0,High Spender
B0241,Germany,Colombo,2024-03-20,5,Half Board,Suite,5,25671.0,Flight,Direct,3,Wednesday,1,128355.0,High Spender
B0242,France,Colombo,2024-02-14,4,Room Only,Suite,5,15326.0,Bus,Agent,2,Wednesday,1,76630.0,High Spender
B0243,USA,Colombo ,2024-06-26,5,Half Board,Standard,3,23134.0,Bus,Online,6,Wednesday,2,69402.0,High Spender
B0244,France,Colombo,2024-02-02,4,Room Only,Suite,4,15032.0,Flight,Travel Agency,2,Friday,1,60128.0,High Spender
B0245,UK,Galle,2024-10-20,5,Room Only,Standard,6,25044.0,Flight,Online,10,Sunday,4,150264.0,High Spender
B0246,India,Colombo,2024-01-19,5,Full Board,Standard,3,23741.0,Bus,Direct,1,Friday,1,71223.0,High Spender
B0247,UK,Galle,2024-01-27,3,Breakfast,Budget,4,7310.0,Taxi,Direct,1,Saturday,1,29240.0,Medium Spender
B0248,UK,Kandy,2024-07-07,3,Half Board,Deluxe,6,8196.0,Taxi,Direct,7,Sunday,3,49176.0,Medium Spender
B0249,USA,Colombo ,2024-10-06,3,Breakfast,Budget,4,7238.0,Bus,Online,10,Sunday,4,28952.0,Medium Spender
B0250,China,Galle ,2024-06-06,3,Breakfast,Standard,4,7987.0,Flight,Agent,6,Thursday,2,31948.0,Medium Spender
B0251,Australia,Negombo,2024-09-23,4,Half Board,Suite,6,13754.0,Flight,Agent,9,Monday,3,82524.0,High Spender
B0252,Germany,Colombo,2024-12-05,3,Breakfast,Deluxe,3,8561.0,Taxi,Direct,12,Thursday,4,25683.0,Medium Spender
B0253,UK,Colombo,2024-10-26,3,Breakfast,Budget,2,7919.0,Bus,Travel Agency,10,Saturday,4,15838.0,Low Spender
B0254,USA,Kandy,2024-08-25,4,Room Only,Budget,2,15922.0,Bus,Online,8,Sunday,3,31844.0,Medium Spender
B0255,UK,Galle,2024-07-01,4,Room Only,Deluxe,3,15960.0,Train,Online,7,Monday,3,47880.0,Medium Spender
B0256,Germany,Kandy,2024-02-18,4,Room Only,Standard,1,13535.0,Train,Agent,2,Sunday,1,13535.0,Low Spender
B0257,China,Negombo ,2024-02-13,5,Half Board,Budget,1,27485.0,Train,Travel Agency,2,Tuesday,1,27485.0,Medium Spender
B0258,France,Galle,2024-03-03,3,Full Board,Budget,2,8678.0,Taxi,Travel Agency,3,Sunday,1,17356.0,Low Spender
B0259,India,Kandy,2024-04-05,4,Half Board,Suite,2,13603.0,Train,Direct,4,Friday,2,27206.0,Medium Spender
B0260,Germany,Colombo,2024-07-15,3,Full Board,Standard,6,8615.0,Train,Online,7,Monday,3,51690.0,High Spender
B0261,  India  ,Kandy,2024-09-05,4,Half Board,Suite,3,14039.0,Bus,Agent,9,Thursday,3,42117.0,Medium Spender
B0262,India,Galle,2024-08-29,5,Half Board,Standard,2,23000.0,Train,Direct,8,Thursday,3,46000.0,Medium Spender
B0263,USA,Galle,2024-04-22,5,Full Board,Deluxe,7,27457.0,Train,Agent,4,Monday,2,192199.0,High Spender
B0264,USA,Kandy ,2024-10-29,3,Half Board,Standard,5,8717.0,Taxi,Direct,10,Tuesday,4,43585.0,Medium Spender
B0265,UK,Kandy,2024-01-11,5,Full Board,Budget,3,27089.0,Train,Agent,1,Thursday,1,81267.0,High Spender
B0266,France,Negombo,2024-01-31,3,Breakfast,Standard,7,7377.0,Bus,Online,1,Wednesday,1,51639.0,High Spender
B0267,India,Colombo,2024-06-03,4,Breakfast,Standard,6,16346.0,Taxi,Direct,6,Monday,2,98076.0,High Spender
B0268,China,Negombo ,2024-07-01,3,Breakfast,Suite,3,8374.0,Bus,Agent,7,Monday,3,25122.0,Medium Spender
B0269,USA,Kandy,2024-10-17,3,Breakfast,Deluxe,7,8748.0,Train,Online,10,Thursday,4,61236.0,High Spender
B0270,USA,Colombo,2024-06-12,3,Room Only,Deluxe,4,7218.0,Train,Agent,6,Wednesday,2,28872.0,Medium Spender
B0271,USA,Galle,2024-01-25,4,Full Board,Suite,2,16153.0,Taxi,Travel Agency,1,Thursday,1,32306.0,Medium Spender
B0272,  France  ,Galle,2024-10-22,5,Breakfast,Standard,4,22868.0,Flight,Direct,10,Tuesday,4,91472.0,High Spender
B0273,UK,Colombo,2024-07-11,3,Room Only,Budget,3,8150.0,Taxi,Online,7,Thursday,3,24450.0,Medium Spender
B0274,China,Kandy ,2024-01-28,3,Half Board,Standard,2,7854.0,Bus,Direct,1,Sunday,1,15708.0,Low Spender
B0275,India,Kandy ,2024-09-08,3,Room Only,Deluxe,1,7884.0,Bus,Travel Agency,9,Sunday,3,7884.0,Low Spender
B0276,  UK  ,Colombo,2024-02-11,4,Room Only,Deluxe,7,14692.0,Taxi,Direct,2,Sunday,1,102844.0,High Spender
B0277,UK,Negombo,2024-07-08,3,Full Board,Budget,3,7903.0,Bus,Agent,7,Monday,3,23709.0,Medium Spender
B0278,UK,Galle,2024-02-19,3,Half Board,Suite,7,8143.0,Flight,Travel Agency,2,Monday,1,57001.0,High Spender
B0279,Germany,Negombo,2024-08-31,5,Breakfast,Suite,3,22894.0,Flight,Agent,8,Saturday,3,68682.0,High Spender
B0280,UK,Negombo,2024-04-18,3,Breakfast,Budget,4,7325.0,Taxi,Agent,4,Thursday,2,29300.0,Medium Spender
B0281,France,Colombo ,2024-02-04,3,Full Board,Suite,5,7721.0,Bus,Travel Agency,2,Sunday,1,38605.0,Medium Spender
B0282,USA,Kandy,2024-08-02,3,Full Board,Standard,2,8106.0,Flight,Online,8,Friday,3,16212.0,Low Spender
B0283,India,Kandy,2024-06-25,4,Half Board,Suite,6,14956.0,Taxi,Online,6,Tuesday,2,89736.0,High Spender
B0284,China,Galle ,2024-07-24,3,Full Board,Deluxe,6,7580.0,Taxi,Direct,7,Wednesday,3,45480.0,Medium Spender
B0285,France,Colombo,2024-05-23,4,Room Only,Standard,2,14401.0,Taxi,Direct,5,Thursday,2,28802.0,Medium Spender
B0287,  UK  ,Negombo ,2024-10-18,3,Breakfast,Standard,7,7521.0,Flight,Agent,10,Friday,4,52647.0,High Spender
B0288,India,Colombo,2024-07-07,4,Full Board,Budget,6,13591.0,Bus,Travel Agency,7,Sunday,3,81546.0,High Spender
B0289,  France  ,Kandy ,2024-06-28,4,Breakfast,Deluxe,6,15992.0,Flight,Direct,6,Friday,2,95952.0,High Spender
B0290,France,Galle,2024-04-19,3,Breakfast,Standard,3,8242.0,Flight,Online,4,Friday,2,24726.0,Medium Spender
B0291,UK,Galle,2024-04-24,4,Half Board,Deluxe,4,16186.0,Bus,Travel Agency,4,Wednesday,2,64744.0,High Spender
B0292,China,Galle,2024-07-22,5,Room Only,Budget,5,27497.0,Bus,Direct,7,Monday,3,137485.0,High Spender
B0293,UK,Negombo,2024-11-23,4,Half Board,Deluxe,6,15633.0,Bus,Agent,11,Saturday,4,93798.0,High Spender
B0294,Australia,Galle,2024-11-03,4,Half Board,Standard,6,13576.0,Taxi,Direct,11,Sunday,4,81456.0,High Spender
B0295,India,Colombo,2024-12-28,5,Breakfast,Deluxe,6,26066.0,Taxi,Direct,12,Saturday,4,156396.0,High Spender
B0296,France,Negombo,2024-04-02,4,Room Only,Suite,2,15722.0,Train,Direct,4,Tuesday,2,31444.0,Medium Spender
B0297,  UK  ,Negombo,2024-08-03,4,Half Board,Deluxe,5,14382.0,Flight,Travel Agency,8,Saturday,3,71910.0,High Spender
B0298,Germany,Kandy,2024-08-29,3,Room Only,Suite,5,7677.0,Flight,Agent,8,Thursday,3,38385.0,Medium Spender
B0299,India,Kandy ,2024-08-22,3,Half Board,Standard,7,7329.0,Bus,Agent,8,Thursday,3,51303.0,High Spender
B0300,Germany,Colombo,2024-03-27,5,Breakfast,Suite,7,26317.0,Flight,Agent,3,Wednesday,1,184219.0,High Spender
B0301,India,Negombo,2024-07-15,3,Room Only,Standard,6,7796.0,Flight,Direct,7,Monday,3,46776.0,Medium Spender
B0302,  UK  ,Colombo ,2024-05-07,3,Half Board,Deluxe,2,7364.0,Bus,Agent,5,Tuesday,2,14728.0,Low Spender
B0303,Australia,Kandy,2024-09-23,5,Half Board,Suite,6,27477.0,Bus,Travel Agency,9,Monday,3,164862.0,High Spender
B0304,Australia,Negombo,2024-07-25,3,Breakfast,Standard,6,8775.0,Train,Online,7,Thursday,3,52650.0,High Spender
B0305,  India  ,Galle,2024-01-20,4,Half Board,Budget,5,16484.0,Flight,Online,1,Saturday,1,82420.0,High Spender
B0306,India,Colombo,2024-05-09,4,Breakfast,Standard,6,15557.0,Flight,Direct,5,Thursday,2,93342.0,High Spender
B0307,Germany,Kandy,2024-12-24,3,Full Board,Budget,5,8350.0,Flight,Direct,12,Tuesday,4,41750.0,Medium Spender
B0308,UK,Colombo,2024-05-14,5,Breakfast,Deluxe,6,24548.0,Train,Online,5,Tuesday,2,147288.0,High Spender
B0309,China,Kandy,2024-04-30,3,Room Only,Budget,1,8536.0,Taxi,Agent,4,Tuesday,2,8536.0,Low Spender
B0310,UK,Galle,2024-05-11,5,Breakfast,Suite,3,23820.0,Flight,Online,5,Saturday,2,71460.0,High Spender
B0311,France,Kandy,2024-12-12,4,Full Board,Budget,1,16053.0,Flight,Online,12,Thursday,4,16053.0,Low Spender
B0312,UK,Kandy,2024-08-12,5,Half Board,Budget,3,26574.0,Train,Online,8,Monday,3,79722.0,High Spender
B0313,India,Kandy,2024-09-01,4,Breakfast,Budget,2,15588.0,Flight,Agent,9,Sunday,3,31176.0,Medium Spender
B0314,Germany,Kandy,2024-08-12,3,Full Board,Deluxe,5,7246.0,Train,Travel Agency,8,Monday,3,36230.0,Medium Spender
B0315,India,Colombo,2024-05-13,5,Half Board,Budget,6,26841.0,Train,Direct,5,Monday,2,161046.0,High Spender
B0316,China,Kandy,2024-05-07,4,Half Board,Suite,2,16017.0,Flight,Online,5,Tuesday,2,32034.0,Medium Spender
B0317,France,Negombo,2024-03-25,3,Full Board,Deluxe,2,7729.0,Bus,Online,3,Monday,1,15458.0,Low Spender
B0318,India,Galle,2024-02-10,4,Full Board,Suite,1,16069.0,Taxi,Direct,2,Saturday,1,16069.0,Low Spender
B0319,China,Colombo,2024-07-30,3,Room Only,Budget,7,8166.0,Bus,Agent,7,Tuesday,3,57162.0,High Spender
B0320,  India  ,Galle,2024-04-24,4,Half Board,Suite,6,15471.0,Taxi,Online,4,Wednesday,2,92826.0,High Spender
B0321,UK,Kandy,2024-11-20,4,Half Board,Budget,1,16190.0,Taxi,Agent,11,Wednesday,4,16190.0,Low Spender
B0322,India,Colombo,2024-04-10,3,Room Only,Suite,2,7931.0,Train,Direct,4,Wednesday,2,15862.0,Low Spender
B0323,  Australia  ,Galle,2024-10-28,3,Full Board,Suite,6,8142.0,Train,Travel Agency,10,Monday,4,48852.0,Medium Spender
B0324,Germany,Kandy,2024-10-26,4,Breakfast,Standard,6,15945.0,Flight,Travel Agency,10,Saturday,4,95670.0,High Spender
B0325,India,Negombo,2024-08-02,5,Breakfast,Deluxe,4,27317.0,Bus,Travel Agency,8,Friday,3,109268.0,High Spender
B0326,China,Negombo,2024-09-19,4,Half Board,Standard,2,14129.0,Bus,Direct,9,Thursday,3,28258.0,Medium Spender
B0327,USA,Negombo,2024-04-01,5,Half Board,Budget,7,24261.0,Taxi,Travel Agency,4,Monday,2,169827.0,High Spender
B0328,Germany,Negombo,2024-08-04,3,Room Only,Budget,4,7432.0,Flight,Agent,8,Sunday,3,29728.0,Medium Spender
B0329,Russia,Galle,2024-03-15,3,Half Board,Standard,7,8065.0,Bus,Travel Agency,3,Friday,1,56455.0,High Spender
B0330,USA,Negombo,2024-11-27,5,Full Board,Standard,5,26421.0,Bus,Online,11,Wednesday,4,132105.0,High Spender
B0331,Russia,Negombo,2024-06-09,5,Room Only,Budget,6,23756.0,Taxi,Agent,6,Sunday,2,142536.0,High Spender
B0332,China,Galle,2024-10-06,5,Breakfast,Standard,3,24744.0,Flight,Agent,10,Sunday,4,74232.0,High Spender
B0333,UK,Colombo,2024-05-22,5,Half Board,Standard,2,25419.0,Bus,Online,5,Wednesday,2,50838.0,High Spender
B0334,UK,Colombo,2024-06-14,5,Room Only,Deluxe,4,26449.0,Bus,Online,6,Friday,2,105796.0,High Spender
B0335,UK,Colombo,2024-02-04,5,Breakfast,Suite,5,25185.0,Flight,Direct,2,Sunday,1,125925.0,High Spender
B0336,India,Kandy,2024-04-21,5,Full Board,Budget,1,25844.0,Taxi,Agent,4,Sunday,2,25844.0,Medium Spender
B0337,China,Negombo,2024-12-15,4,Full Board,Budget,4,14269.0,Bus,Online,12,Sunday,4,57076.0,High Spender
B0338,India,Galle,2024-08-16,4,Room Only,Deluxe,6,14077.0,Flight,Online,8,Friday,3,84462.0,High Spender
B0339,Germany,Colombo,2024-02-03,3,Breakfast,Suite,7,7366.0,Taxi,Online,2,Saturday,1,51562.0,High Spender
B0340,Germany,Colombo,2024-02-14,3,Room Only,Standard,7,7603.0,Flight,Agent,2,Wednesday,1,53221.0,High Spender
B0341,Germany,Kandy ,2024-06-10,3,Full Board,Budget,5,7209.0,Flight,Online,6,Monday,2,36045.0,Medium Spender
B0342,Australia,Colombo ,2024-12-17,4,Room Only,Deluxe,7,16280.0,Taxi,Travel Agency,12,Tuesday,4,113960.0,High Spender
B0343,UK,Colombo,2024-07-19,5,Half Board,Standard,3,25886.0,Bus,Online,7,Friday,3,77658.0,High Spender
B0344,UK,Colombo,2024-11-01,4,Room Only,Deluxe,2,15744.0,Bus,Agent,11,Friday,4,31488.0,Medium Spender
B0345,Germany,Colombo ,2024-04-23,5,Half Board,Standard,1,23406.0,Flight,Travel Agency,4,Tuesday,2,23406.0,Medium Spender
B0346,China,Colombo ,2024-04-11,5,Full Board,Deluxe,3,23141.0,Train,Online,4,Thursday,2,69423.0,High Spender
B0347,UK,Kandy,2024-06-17,5,Half Board,Standard,5,25334.0,Bus,Travel Agency,6,Monday,2,126670.0,High Spender
B0348,USA,Galle,2024-11-24,4,Half Board,Deluxe,2,15538.0,Bus,Travel Agency,11,Sunday,4,31076.0,Medium Spender
B0349,India,Kandy,2024-03-30,5,Room Only,Deluxe,7,26632.0,Train,Direct,3,Saturday,1,186424.0,High Spender
B0350,USA,Negombo,2024-09-16,5,Room Only,Suite,7,25450.0,Flight,Direct,9,Monday,3,178150.0,High Spender
B0351,Germany,Galle ,2024-07-06,4,Breakfast,Deluxe,2,14894.0,Flight,Travel Agency,7,Saturday,3,29788.0,Medium Spender
B0352,UK,Negombo ,2024-11-10,5,Breakfast,Standard,4,23296.0,Train,Travel Agency,11,Sunday,4,93184.0,High Spender
B0353,USA,Colombo,2024-05-15,4,Breakfast,Budget,6,14120.0,Bus,Travel Agency,5,Wednesday,2,84720.0,High Spender
B0354,UK,Negombo,2024-06-14,3,Half Board,Deluxe,5,8070.0,Train,Travel Agency,6,Friday,2,40350.0,Medium Spender
B0355,China,Galle,2024-09-21,4,Full Board,Standard,5,14717.0,Bus,Travel Agency,9,Saturday,3,73585.0,High Spender
B0356,UK,Negombo,2024-08-13,3,Breakfast,Budget,5,8229.0,Train,Agent,8,Tuesday,3,41145.0,Medium Spender
B0357,USA,Colombo,2024-04-27,4,Half Board,Budget,4,15525.0,Taxi,Agent,4,Saturday,2,62100.0,High Spender
B0358,India,Colombo,2024-03-06,5,Breakfast,Standard,6,25063.0,Train,Online,3,Wednesday,1,150378.0,High Spender
B0359,Germany,Kandy,2024-10-15,5,Room Only,Deluxe,1,23582.0,Taxi,Travel Agency,10,Tuesday,4,23582.0,Medium Spender
B0360,China,Galle,2024-04-03,5,Half Board,Standard,6,25927.0,Taxi,Online,4,Wednesday,2,155562.0,High Spender
B0361,UK,Colombo,2024-09-15,5,Full Board,Standard,5,22981.0,Taxi,Online,9,Sunday,3,114905.0,High Spender
B0362,USA,Colombo,2024-12-03,3,Room Only,Suite,5,7873.0,Flight,Travel Agency,12,Tuesday,4,39365.0,Medium Spender
B0363,USA,Kandy,2024-10-28,5,Room Only,Suite,2,23772.0,Train,Online,10,Monday,4,47544.0,Medium Spender
B0364,India,Colombo,2024-12-29,5,Room Only,Budget,5,22535.0,Train,Direct,12,Sunday,4,112675.0,High Spender
B0365,India,Kandy,2024-05-13,5,Full Board,Deluxe,5,23877.0,Taxi,Agent,5,Monday,2,119385.0,High Spender
B0366,Germany,Kandy,2024-10-11,4,Half Board,Deluxe,5,14533.0,Taxi,Agent,10,Friday,4,72665.0,High Spender
B0367,USA,Kandy,2024-12-24,3,Room Only,Standard,5,7840.0,Bus,Online,12,Tuesday,4,39200.0,Medium Spender
B0368,UK,Colombo,2024-03-15,4,Full Board,Budget,1,14289.0,Bus,Online,3,Friday,1,14289.0,Low Spender
B0369,  Australia  ,Kandy,2024-12-01,5,Half Board,Budget,7,26601.0,Taxi,Travel Agency,12,Sunday,4,186207.0,High Spender
B0370,Australia,Kandy ,2024-04-09,3,Breakfast,Standard,6,7257.0,Train,Online,4,Tuesday,2,43542.0,Medium Spender
B0371,India,Kandy,2024-12-08,4,Full Board,Standard,5,13546.0,Flight,Online,12,Sunday,4,67730.0,High Spender
B0372,Germany,Kandy,2024-06-26,4,Breakfast,Standard,4,16289.0,Flight,Direct,6,Wednesday,2,65156.0,High Spender
B0373,Germany,Kandy,2024-06-23,3,Half Board,Deluxe,6,7908.0,Taxi,Travel Agency,6,Sunday,2,47448.0,Medium Spender
B0374,Russia,Kandy,2024-08-23,5,Room Only,Suite,1,23789.0,Taxi,Agent,8,Friday,3,23789.0,Medium Spender
B0375,  India  ,Negombo,2024-09-21,5,Room Only,Deluxe,2,23936.0,Taxi,Direct,9,Saturday,3,47872.0,Medium Spender
B0376,Germany,Kandy,2024-10-20,4,Breakfast,Standard,4,15711.0,Train,Agent,10,Sunday,4,62844.0,High Spender
B0377,UK,Colombo,2024-11-12,4,Breakfast,Budget,1,16260.0,Taxi,Online,11,Tuesday,4,16260.0,Low Spender
B0378,UK,Kandy,2024-11-13,4,Full Board,Deluxe,4,14048.0,Bus,Travel Agency,11,Wednesday,4,56192.0,High Spender
B0379,UK,Galle,2024-09-01,5,Room Only,Deluxe,4,26802.0,Train,Travel Agency,9,Sunday,3,107208.0,High Spender
B0380,Germany,Galle,2024-01-07,5,Breakfast,Suite,5,23003.0,Bus,Direct,1,Sunday,1,115015.0,High Spender
B0381,India,Negombo,2024-06-24,4,Breakfast,Suite,4,14131.0,Bus,Direct,6,Monday,2,56524.0,High Spender
B0382,UK,Colombo,2024-10-21,5,Breakfast,Budget,6,23849.0,Train,Travel Agency,10,Monday,4,143094.0,High Spender
B0383,France,Galle,2024-08-30,3,Breakfast,Suite,4,7415.0,Bus,Travel Agency,8,Friday,3,29660.0,Medium Spender
B0384,Germany,Kandy,2024-12-19,3,Room Only,Standard,7,7606.0,Flight,Travel Agency,12,Thursday,4,53242.0,High Spender
B0385,India,Kandy,2024-05-11,4,Room Only,Suite,1,14553.0,Train,Agent,5,Saturday,2,14553.0,Low Spender
B0386,India,Kandy,2024-08-16,3,Full Board,Deluxe,4,8210.0,Train,Agent,8,Friday,3,32840.0,Medium Spender
B0387,India,Kandy,2024-07-26,3,Room Only,Standard,3,7565.0,Bus,Direct,7,Friday,3,22695.0,Medium Spender
B0388,India,Negombo,2024-07-04,5,Full Board,Suite,2,23419.0,Flight,Agent,7,Thursday,3,46838.0,Medium Spender
B0389,  Australia  ,Galle,2024-02-10,3,Breakfast,Suite,1,7352.0,Taxi,Online,2,Saturday,1,7352.0,Low Spender
B0390,USA,Colombo,2024-05-14,5,Breakfast,Budget,6,27157.0,Taxi,Direct,5,Tuesday,2,162942.0,High Spender
B0391,India,Colombo,2024-09-26,3,Room Only,Budget,6,7770.0,Bus,Travel Agency,9,Thursday,3,46620.0,Medium Spender
B0392,Australia,Kandy,2024-03-10,5,Breakfast,Suite,6,26244.0,Taxi,Direct,3,Sunday,1,157464.0,High Spender
B0393,UK,Colombo,2024-06-06,4,Full Board,Deluxe,2,14410.0,Flight,Agent,6,Thursday,2,28820.0,Medium Spender
B0394,UK,Negombo,2024-09-01,4,Room Only,Suite,7,14378.0,Train,Online,9,Sunday,3,100646.0,High Spender
B0395,Australia,Kandy,2024-05-07,3,Full Board,Suite,2,7620.0,Taxi,Agent,5,Tuesday,2,15240.0,Low Spender
B0396,China,Galle,2024-05-19,4,Half Board,Suite,2,16060.0,Train,Agent,5,Sunday,2,32120.0,Medium Spender
B0397,China,Colombo,2024-11-14,4,Breakfast,Deluxe,1,13956.0,Flight,Agent,11,Thursday,4,13956.0,Low Spender
B0398,UK,Kandy,2024-01-05,3,Room Only,Standard,1,7989.0,Bus,Travel Agency,1,Friday,1,7989.0,Low Spender
B0399,Russia,Kandy,2024-01-17,4,Room Only,Standard,1,14299.0,Taxi,Online,1,Wednesday,1,14299.0,Low Spender
B0400,Australia,Colombo ,2024-07-14,3,Room Only,Standard,4,8433.0,Taxi,Agent,7,Sunday,3,33732.0,Medium Spender
B0401,Germany,Galle,2024-09-23,5,Breakfast,Suite,4,25907.0,Bus,Direct,9,Monday,3,103628.0,High Spender
B0402,USA,Kandy,2024-03-03,4,Full Board,Deluxe,2,14581.0,Flight,Agent,3,Sunday,1,29162.0,Medium Spender
B0403,India,Colombo,2024-05-21,5,Room Only,Suite,7,23715.0,Flight,Travel Agency,5,Tuesday,2,166005.0,High Spender
B0404,USA,Colombo,2024-09-12,3,Half Board,Budget,1,7768.0,Train,Online,9,Thursday,3,7768.0,Low Spender
B0405,Russia,Galle,2024-06-26,4,Breakfast,Budget,6,14633.0,Train,Direct,6,Wednesday,2,87798.0,High Spender
B0406,India,Colombo,2024-12-22,4,Breakfast,Standard,5,14542.0,Taxi,Direct,12,Sunday,4,72710.0,High Spender
B0407,  France  ,Colombo,2024-09-28,3,Full Board,Deluxe,7,7621.0,Bus,Travel Agency,9,Saturday,3,53347.0,High Spender
B0408,India,Colombo,2024-01-10,5,Half Board,Standard,3,26105.0,Taxi,Agent,1,Wednesday,1,78315.0,High Spender
B0409,Germany,Kandy,2024-06-14,4,Half Board,Budget,1,15069.0,Flight,Online,6,Friday,2,15069.0,Low Spender
B0410,France,Colombo,2024-09-05,3,Room Only,Budget,5,8226.0,Taxi,Travel Agency,9,Thursday,3,41130.0,Medium Spender
B0411,India,Kandy ,2024-11-06,5,Room Only,Budget,2,25778.0,Flight,Travel Agency,11,Wednesday,4,51556.0,High Spender
B0412,  Germany  ,Negombo,2024-07-31,4,Room Only,Deluxe,5,13621.0,Flight,Direct,7,Wednesday,3,68105.0,High Spender
B0413,Germany,Colombo,2024-04-28,5,Full Board,Standard,2,25130.0,Train,Agent,4,Sunday,2,50260.0,High Spender
B0414,USA,Galle,2024-10-22,4,Full Board,Suite,1,14000.0,Train,Travel Agency,10,Tuesday,4,14000.0,Low Spender
B0415,Germany,Kandy,2024-06-29,4,Half Board,Deluxe,4,15792.0,Taxi,Direct,6,Saturday,2,63168.0,High Spender
B0416,UK,Galle,2024-05-10,4,Full Board,Suite,4,13500.0,Flight,Direct,5,Friday,2,54000.0,High Spender
B0417,  Russia  ,Colombo,2024-06-02,3,Breakfast,Deluxe,1,8434.0,Bus,Agent,6,Sunday,2,8434.0,Low Spender
B0418,UK,Colombo,2024-10-25,3,Breakfast,Deluxe,7,7680.0,Taxi,Agent,10,Friday,4,53760.0,High Spender
B0419,USA,Colombo,2024-12-19,5,Room Only,Deluxe,1,26153.0,Taxi,Online,12,Thursday,4,26153.0,Medium Spender
B0420,  India  ,Negombo,2024-08-10,4,Room Only,Standard,6,15458.0,Flight,Travel Agency,8,Saturday,3,92748.0,High Spender
B0421,India,Kandy,2024-06-16,5,Breakfast,Standard,1,25868.0,Taxi,Travel Agency,6,Sunday,2,25868.0,Medium Spender
B0422,UK,Kandy,2024-07-20,3,Breakfast,Deluxe,1,7961.0,Flight,Travel Agency,7,Saturday,3,7961.0,Low Spender
B0423,India,Galle,2024-03-10,4,Breakfast,Suite,4,15456.0,Train,Agent,3,Sunday,1,61824.0,High Spender
B0424,India,Galle,2024-10-21,3,Room Only,Suite,4,7784.0,Train,Direct,10,Monday,4,31136.0,Medium Spender
B0425,USA,Colombo,2024-06-28,5,Full Board,Standard,4,22724.0,Train,Agent,6,Friday,2,90896.0,High Spender
